wagon_weight_in_ton,cargo_weight,Distance,dist_opt,Path_is_optimal
1016,448,1403,3,1
1327,1113,205,5,0
705,885,2948,3,1
1450,944,2808,3,1
958,1057,1949,2,1
507,751,2007,4,0
842,1461,2526,5,0
1052,1485,2485,5,1
830,531,2148,4,0
1060,1257,2397,3,0
676,519,2600,3,0
1354,973,1379,2,0
524,1398,2375,2,0
511,1375,2820,2,1
618,794,1931,3,1
821,714,752,5,1
798,1159,982,5,1
557,604,1361,5,0
543,1272,1995,3,1
633,1340,2653,5,1
913,1172,1815,3,0
562,1503,2803,5,1
1434,1097,849,4,1
1427,833,632,3,1
1452,614,1243,2,1
598,833,2168,4,0
683,522,1387,2,1
992,1109,352,3,1
1495,719,349,4,1
1449,898,372,4,0
658,422,930,4,0
1250,1539,1480,4,0
1331,627,738,5,0
782,1365,138,3,0
1210,875,2402,2,1
684,1542,459,2,0
847,682,640,4,1
1143,1436,997,5,1
966,1532,163,2,0
530,998,648,4,1
1408,1114,875,5,0
575,756,564,3,0
1091,911,2285,5,1
1492,461,2707,3,1
1264,1239,727,5,1
726,1054,1520,2,0
1192,932,991,3,1
1077,1233,761,2,0
1026,1211,1556,3,1
622,728,1798,3,1
744,512,2852,5,0
859,770,366,4,1
773,603,1868,4,0
564,1143,2228,4,1
951,1000,859,4,1
1328,523,1538,5,1
1292,733,1205,4,1
981,861,1747,2,1
1256,1233,660,5,0
1253,429,2431,2,0
911,1155,2718,3,0
936,832,367,3,0
990,1568,1841,4,0
1172,1475,2858,4,0
944,1513,2345,2,1
1401,1018,2739,5,0
780,1422,1775,5,1
1345,858,1371,2,0
1194,727,1900,2,0
1175,698,2956,4,0
1478,1055,2243,3,0
506,1266,1436,5,0
1015,1411,2622,5,1
1429,1586,2270,2,1
1317,1317,202,4,0
894,992,2274,5,1
1168,1210,1025,3,1
1090,974,1869,3,0
936,564,1673,4,0
724,932,2313,4,1
1237,741,1035,4,1
738,1273,1635,3,1
798,1545,1772,2,0
949,916,306,4,0
852,1545,2507,4,0
520,1430,2246,4,1
910,794,1150,3,0
589,1513,1266,4,0
1451,1439,734,3,0
1357,1021,2961,2,0
1107,1078,2564,3,0
777,1085,2988,5,1
793,650,2042,2,1
780,1366,1840,5,0
1224,429,2168,3,0
777,1041,255,5,0
971,893,2042,2,0
771,1468,2920,3,1
530,1468,973,3,0
924,681,2720,4,1
1078,502,1662,5,1
891,1127,141,4,0
569,1527,314,2,1
1039,1079,1303,5,1
653,751,2650,5,0
1225,447,353,2,1
1439,1317,106,5,0
1315,909,649,3,1
1322,1497,226,3,1
792,1596,2620,2,0
780,652,2461,2,1
1426,865,2187,2,0
565,751,213,3,0
1404,609,2895,3,1
1437,750,1586,5,1
882,708,2398,3,0
527,1092,2280,3,0
545,986,156,3,0
1236,631,2005,3,0
1164,423,2518,4,0
1220,1164,2345,2,0
1098,1566,2609,4,1
663,829,2615,4,0
1266,1496,2944,3,1
569,1273,2028,4,1
922,439,2863,3,1
995,1244,2955,2,0
1161,1101,2372,3,0
1130,814,387,5,0
1346,732,2394,2,0
1291,1400,1442,2,1
1463,928,476,3,1
1046,488,1468,4,1
741,592,1007,2,0
1172,1223,1731,3,1
515,790,1006,2,1
819,1441,2240,5,1
616,911,2179,2,0
1136,635,1819,2,0
1195,581,641,2,1
1031,1308,2756,4,1
1338,1060,1141,4,1
1283,501,2889,3,1
1386,1316,1151,5,0
1173,897,1416,4,0
975,573,732,5,1
1069,1116,2697,2,0
1205,1554,2526,4,0
1393,1156,1483,4,1
1246,1365,476,3,0
1210,1472,2599,2,1
1322,959,318,5,1
659,765,2837,3,1
931,1100,1306,4,0
1242,916,1720,2,1
560,826,114,4,1
1135,581,120,5,1
513,1219,776,3,1
1025,1597,2999,3,0
1222,599,265,2,0
1371,1041,212,5,1
806,738,1420,5,0
1387,1418,2598,2,1
569,812,1460,3,1
663,624,1170,3,0
861,1135,1950,2,1
534,461,2911,5,0
1183,1453,2688,2,0
1113,1211,1483,5,1
1486,1160,377,4,1
782,824,1082,2,0
1146,437,2208,2,0
814,1274,2032,5,1
559,806,2628,5,0
1499,889,2684,2,1
1313,1026,1472,4,1
1244,746,1562,4,1
1058,556,1669,2,0
544,453,340,2,0
849,639,2408,4,1
1321,1487,802,4,0
820,815,1851,2,0
1096,1318,449,3,1
1391,616,1847,3,1
965,724,2044,4,1
1452,1097,2247,5,0
837,1424,2845,3,0
921,510,2891,4,1
781,648,1684,3,1
525,903,1646,3,1
1315,726,569,3,1
1494,475,1680,4,1
713,1305,416,2,1
1290,932,2655,2,0
500,1404,2598,2,0
860,1053,2193,3,0
978,1083,255,2,1
588,606,345,5,1
542,553,1446,3,1
1025,734,750,5,1
704,501,2016,5,1
1413,1576,2898,2,0
1356,531,329,4,1
1226,1089,569,5,0
711,1427,2572,2,0
1230,457,2151,5,0
765,806,239,3,1
1188,669,2663,2,0
1419,573,2607,2,1
730,951,1142,2,0
1341,523,2357,2,1
1153,1518,1942,3,0
833,1129,618,4,0
1165,667,472,3,0
1451,1514,713,3,1
1248,1303,1459,2,1
1277,646,1242,5,0
968,478,870,5,1
1136,1370,2082,2,0
755,722,1273,3,0
1422,961,1453,4,1
1182,1100,1584,4,0
825,693,1627,2,0
699,1039,1348,3,0
950,1539,2166,4,1
1301,1125,743,2,1
1056,1195,714,2,1
962,1137,859,4,0
965,1422,2954,5,1
599,518,484,5,0
798,1215,2091,2,0
1016,624,2839,3,1
1113,1148,1931,5,0
1165,1055,2341,5,1
1045,1560,990,3,1
1483,1524,1881,4,1
965,1489,1480,4,0
1494,955,289,5,0
615,485,2067,2,1
1371,813,2211,4,0
923,687,2541,5,1
1470,1198,2518,5,1
840,925,2380,2,1
1409,1090,1009,5,1
1333,1264,1922,5,0
786,754,686,3,1
929,641,1931,3,0
1499,754,1899,2,0
748,1378,2619,2,0
914,1546,686,5,1
1144,423,1146,2,1
1103,724,2327,5,1
592,1554,2521,5,1
929,1332,1437,4,1
742,1431,2036,5,0
1368,411,581,5,0
1080,514,227,4,1
533,1344,2174,4,0
1428,934,1636,5,1
710,1207,1045,4,1
777,888,2203,2,0
597,1346,2504,3,1
833,790,636,5,1
1437,992,2803,4,0
1044,1465,2112,2,1
1322,1377,129,4,0
682,1003,2907,4,0
1117,1479,876,2,0
1257,1495,2003,4,1
1242,997,2021,4,0
1374,723,127,3,1
795,1444,2188,5,1
1106,1317,1687,3,0
916,1399,912,2,0
1257,517,740,2,0
1016,1312,2663,4,1
877,1122,1544,3,1
1016,515,2642,3,0
1293,591,148,5,1
1406,829,2026,2,0
1181,1264,1369,5,0
1097,942,306,4,0
634,916,1874,5,0
963,1384,2138,3,0
1359,1271,1994,4,0
1402,1389,885,4,1
805,1419,161,3,1
1158,583,2750,5,1
805,1430,422,2,0
1089,1087,205,3,1
1088,889,1919,4,0
606,1146,1607,3,1
1357,812,2034,5,1
1483,1492,2345,4,0
903,1087,339,3,0
1235,672,629,3,1
1295,981,403,2,1
1260,1253,138,5,1
1199,612,1247,3,1
1126,1340,2113,5,1
723,1411,1435,4,1
684,1251,846,5,0
640,510,2132,4,1
637,1016,1824,5,0
548,457,1880,2,0
624,499,1729,4,1
1092,1105,2445,2,1
628,1178,638,2,1
1225,881,571,5,1
991,619,1610,4,0
1248,879,2193,4,1
1113,611,1416,5,0
1487,1009,480,2,1
1190,1199,801,5,1
950,1471,1028,4,1
930,1413,1427,5,0
1061,1542,2503,5,0
687,943,1471,2,0
990,1006,473,2,0
1351,869,1786,4,1
996,1049,1281,2,1
988,1547,684,4,1
659,1159,2407,5,1
1490,1407,1202,3,1
773,1181,1229,5,1
700,719,2018,2,1
813,725,1147,2,1
1107,1500,1251,5,0
1171,1025,377,2,1
663,1079,1924,2,0
505,1305,1022,3,0
1331,406,935,2,1
1291,734,1076,5,0
1177,1231,2261,5,0
697,849,2659,3,0
502,894,2786,5,1
1299,732,1329,5,0
519,884,1553,2,1
1216,1545,999,2,1
1057,1320,1994,3,0
594,648,1695,2,0
931,554,1259,3,0
953,724,1468,5,0
870,1523,2667,5,1
1089,1181,866,2,1
640,1465,2580,2,1
1037,445,708,2,0
1179,699,512,3,1
1420,673,1216,2,1
1230,948,2269,3,0
828,887,1282,4,1
696,730,1668,2,0
1147,1314,2027,2,0
1436,1271,2579,5,0
555,1048,843,4,0
1395,971,420,5,0
1084,623,1595,5,1
662,1339,1755,5,1
1426,1413,2861,5,0
1334,627,280,3,0
753,1580,695,3,0
1305,1430,2057,3,1
1480,1263,2696,2,1
1283,1146,1749,5,1
1174,555,2083,4,1
896,500,1336,4,1
871,1145,1571,4,0
581,1330,609,2,1
1001,1394,439,5,1
1231,1182,1987,3,0
675,1307,1509,3,0
1014,1388,243,2,0
1251,624,1529,4,0
1090,1320,178,5,1
986,1029,2750,4,0
1371,569,705,2,0
900,750,463,4,0
849,988,1299,5,1
565,1564,1538,3,1
535,819,838,3,0
1230,1284,481,2,0
709,587,253,4,0
862,418,2407,4,1
624,1512,2529,5,1
1444,1351,896,5,1
1013,450,2126,2,0
926,1262,2889,5,1
1130,841,1876,5,0
528,1408,2449,3,0
1031,1045,1862,3,1
796,542,2472,4,1
915,1396,1475,4,0
1106,928,2055,2,1
1170,1270,2365,4,0
1330,696,1940,2,0
1184,809,1290,3,0
720,864,2363,2,0
1362,938,917,5,0
1188,796,2568,4,0
1438,746,2840,2,0
1117,682,1689,5,0
1404,1500,1896,2,1
589,1346,830,5,0
843,1018,2343,5,0
857,1016,1137,4,0
723,419,269,4,0
1367,1241,1968,4,1
606,1551,1215,5,1
1097,558,270,5,0
942,1229,2272,3,0
607,966,2066,3,0
1414,582,1497,4,1
1139,1283,1428,3,1
1066,844,565,3,0
793,1310,441,4,1
655,1016,2644,5,0
1005,555,2234,5,1
698,871,2370,2,0
1308,923,2332,5,1
1135,828,351,3,1
600,1066,1135,2,0
912,943,2472,2,0
1285,658,1462,4,0
1262,1046,226,3,1
731,942,1391,5,1
621,765,1625,5,1
1265,707,260,4,0
1109,776,2462,3,1
1483,1420,2447,4,0
1374,865,864,2,0
715,1280,2806,4,0
988,1438,649,3,0
831,445,713,3,1
562,749,1898,2,1
910,1306,373,2,0
556,808,1036,4,0
775,1235,959,4,1
924,1284,280,4,1
990,595,2301,3,1
1124,1078,525,4,0
1045,1457,2049,2,1
1114,1077,385,5,0
614,1104,2779,3,0
1460,1317,662,3,0
774,985,2380,3,1
976,1150,1048,3,0
866,834,434,2,0
1160,881,1561,4,0
645,1548,1041,4,0
823,992,1330,5,0
834,940,259,5,1
1345,455,1561,2,1
1192,1052,1296,5,0
1257,729,2990,3,1
1270,1363,2842,3,0
891,649,1401,2,1
1115,1148,1834,4,0
1276,1537,470,5,1
619,713,833,4,0
1285,1230,2216,2,1
806,1181,1790,4,1
851,743,665,5,0
995,1052,1413,5,1
718,501,1743,5,1
942,587,689,5,1
656,888,887,2,0
837,1414,2030,3,0
1257,898,877,3,0
1305,1077,1098,5,0
1371,1427,1109,2,0
1486,1172,2917,2,1
694,694,1554,3,0
1159,1157,287,2,1
1262,557,988,4,0
635,1521,2890,4,0
1484,576,1778,2,1
783,733,726,5,0
1264,1280,1991,2,0
758,703,2147,3,0
637,1100,352,3,0
1194,548,2990,3,1
518,1417,2744,5,1
1172,1532,1558,2,1
1319,786,685,3,1
1075,1218,723,2,0
760,558,155,4,1
1113,1036,2677,2,0
575,1124,272,3,0
1248,571,1368,5,1
899,1041,1567,3,1
1162,968,688,3,1
526,602,460,3,0
1337,635,1028,4,0
1463,1275,2139,4,0
1200,1593,2893,3,1
684,1268,1877,5,0
1460,1225,2160,3,0
791,1488,1028,4,1
1113,1582,1755,2,0
1051,1291,1462,5,1
1091,1439,2139,2,0
1195,417,703,2,1
1098,563,2306,4,0
1498,1574,2738,2,1
962,1326,2892,4,0
677,1133,210,3,1
737,452,973,4,0
537,705,1770,4,0
689,1519,1003,3,0
1335,540,591,2,0
520,1065,1268,3,1
612,1157,685,5,0
1327,1279,2689,5,0
1100,760,2602,5,1
1471,929,1178,3,1
1195,1264,2707,4,1
1035,744,669,3,1
1030,1418,2625,3,1
691,1330,1246,2,1
502,1398,314,3,0
623,1287,2601,5,1
1069,496,2636,3,1
1221,492,665,2,0
869,503,101,5,1
1233,1029,2274,2,0
614,1230,159,2,0
1229,881,626,2,1
942,1411,2423,4,1
747,415,2071,2,1
982,778,2488,3,0
1260,973,513,2,0
870,585,836,5,0
702,948,1361,2,1
1275,1476,2658,4,0
1221,730,874,5,0
927,449,2869,2,1
1152,702,1128,4,1
866,450,2201,4,0
579,1226,2035,4,0
659,737,790,4,1
1476,794,1238,4,0
659,1269,1571,2,0
521,734,2544,5,1
769,1589,2957,2,1
638,1587,1525,4,1
1301,623,2554,2,1
1129,592,1359,4,1
1240,643,157,3,1
1441,1222,2445,4,1
570,617,1123,2,0
736,813,316,3,1
1193,1422,182,3,1
912,1345,544,2,0
1171,524,292,3,0
795,679,1747,2,1
770,1250,1767,3,1
827,605,2165,5,0
916,673,452,4,1
1465,1148,2220,5,1
746,1255,1615,5,0
1162,412,977,3,1
1367,1045,1686,5,0
1301,655,1340,3,0
1494,936,1120,5,1
505,986,888,5,0
529,846,2881,3,0
1264,1437,2360,5,1
896,1346,513,5,1
1306,835,353,3,1
1165,878,1113,4,0
1463,982,252,4,1
537,1517,2240,5,0
1425,965,2340,4,0
1203,1441,242,5,1
1426,795,2009,2,0
963,835,1147,2,0
1041,1466,2246,3,1
1400,854,2180,5,0
746,1549,2528,2,0
848,427,1049,3,0
1113,1431,2647,2,0
1001,1011,1921,2,1
751,1120,1145,4,0
1021,911,2834,5,0
687,1576,1937,3,0
565,1443,2947,2,0
645,1493,2355,2,0
1047,1328,794,4,1
1042,970,2922,5,1
669,1144,183,5,1
553,819,1297,5,0
987,973,2813,3,0
517,893,494,2,1
940,763,1877,3,0
946,587,2022,5,1
808,546,1588,3,0
685,935,1617,4,0
1127,927,2917,3,1
1386,1297,1727,5,1
1029,468,2384,2,0
1496,864,2691,3,1
1389,1272,2455,5,0
1155,1231,2256,3,1
636,1463,486,4,0
1212,649,483,3,0
1360,1215,1318,5,1
1452,1395,771,5,1
1205,1077,208,4,1
1193,1415,627,4,1
594,825,1237,4,1
949,799,2575,3,1
725,875,1178,3,0
858,403,2146,2,1
1069,617,2308,2,1
959,633,408,5,1
1453,844,819,5,1
1193,1068,378,3,1
798,1024,2505,3,1
1283,1018,2438,3,0
1328,1255,2644,3,1
1123,1548,2203,3,1
544,494,1194,5,0
570,475,375,2,0
1177,860,548,2,1
1384,891,1218,2,1
1284,786,2519,5,0
1227,497,2898,2,1
892,479,2381,3,0
893,1347,2571,5,1
971,575,554,3,1
1398,713,2892,4,1
1095,1175,2765,2,0
1430,962,1556,3,0
566,1130,342,3,0
900,742,1914,4,0
1150,577,1321,4,1
1011,756,465,5,0
886,1296,2870,5,0
1186,746,839,3,0
1217,998,1242,4,1
1056,732,2827,3,0
1453,436,1744,5,1
1439,1427,2140,3,1
1111,937,1146,4,1
1456,936,2213,3,1
889,1341,2995,4,0
1280,957,2783,5,0
769,739,1217,5,0
662,1517,681,4,1
1458,478,2739,4,0
651,697,689,4,1
1349,1476,2257,2,1
819,541,1422,2,1
781,1420,2408,5,0
1011,1559,715,3,0
633,848,2193,3,1
1495,1245,1856,4,1
1011,1266,2579,5,1
907,1384,1412,5,0
1343,543,620,3,0
1155,616,1017,2,1
656,1149,2002,2,1
974,1021,1579,3,0
1386,574,368,3,1
996,1482,2368,4,1
1317,748,2683,4,1
1299,1336,2762,5,0
665,1390,1586,3,0
1498,833,1591,2,1
614,1190,1157,4,0
661,1398,2402,3,1
1020,615,1122,2,0
1021,1164,688,2,1
1433,778,1111,3,1
649,630,2425,4,1
704,1063,478,5,0
766,1304,1216,5,0
681,875,2670,5,1
592,1057,1555,5,0
1429,1157,2185,4,1
1223,1502,664,2,1
884,771,2513,2,0
638,1443,227,3,1
918,827,159,2,1
523,464,1479,2,1
1463,1563,2028,4,0
1335,467,1306,3,1
946,565,2168,5,1
1441,1445,406,5,0
1302,438,777,4,1
1339,886,132,4,1
1034,650,804,4,1
1014,784,1156,5,0
749,748,2242,4,1
694,420,2555,4,0
630,1497,2134,5,0
1361,729,1283,3,0
1084,1597,2604,4,0
1057,1138,1720,4,0
933,1128,906,4,0
1266,634,1531,2,0
1262,643,992,3,0
1388,941,1085,3,1
1284,1240,1636,2,1
918,628,333,4,1
989,513,211,5,1
779,784,2006,5,1
1419,938,1777,2,0
886,499,2239,4,0
509,585,980,2,0
641,1299,885,3,1
806,1540,263,5,1
539,618,365,4,1
926,1291,1364,5,1
1170,740,1427,4,1
572,1439,736,3,1
869,932,306,4,1
1125,1455,919,3,0
1454,678,1558,5,1
1123,1334,456,3,1
1211,1128,512,4,0
938,737,1983,5,0
1389,1173,2147,3,1
635,861,1514,2,0
724,571,236,4,0
729,1376,2112,4,1
759,1541,2782,4,1
1082,1454,1095,2,0
882,444,1431,2,1
1050,668,499,2,1
1276,1599,1052,2,0
984,675,2352,5,0
590,613,1096,3,0
1057,718,1945,3,0
1393,865,2448,2,0
1377,1436,1791,5,0
1485,1449,2606,5,0
1411,1336,2029,3,1
591,615,283,2,0
1072,929,1310,3,1
886,804,393,5,1
1299,1470,1422,3,0
857,1487,1924,4,1
675,509,2635,5,0
1212,1093,1366,2,0
1143,710,2998,5,1
853,688,1951,5,0
782,718,2668,4,1
1126,434,151,3,0
695,854,2478,4,0
551,1570,1592,5,1
1336,848,495,2,1
1005,574,355,3,0
971,510,428,4,0
1244,688,686,2,0
825,1541,1508,5,0
831,460,1806,5,0
693,1199,2788,3,1
828,885,837,2,1
596,504,1306,2,0
1373,1008,1470,2,1
1454,1434,1600,4,0
1444,1189,2112,5,0
1420,634,587,4,1
1106,1154,1713,4,1
1295,1252,1503,5,0
775,747,678,2,1
1002,915,1033,5,1
1319,916,804,4,0
825,1023,1277,2,0
1400,855,972,5,1
1165,1449,202,3,1
620,1179,1290,4,1
1267,1212,2720,5,1
805,1528,2458,5,1
1219,1062,1176,3,1
850,925,2020,5,0
1343,1562,1958,5,1
1494,709,1221,3,0
1354,1223,2236,2,0
1384,1263,979,5,1
1475,745,518,2,1
1364,1093,2771,3,1
1025,1060,192,5,1
1315,436,1755,4,0
503,1447,1252,3,0
1212,456,2618,3,0
739,1012,307,3,0
1197,1212,2404,2,0
1341,1491,935,3,0
723,517,2660,3,0
852,636,636,5,0
1444,512,1277,3,0
1087,1352,2170,4,0
930,910,1899,3,1
582,1559,1422,4,1
1276,1360,2922,2,1
1450,916,2530,5,0
1439,1251,237,5,0
1037,1213,1668,2,1
585,1404,1642,2,0
775,748,1936,3,1
539,865,2107,2,1
643,1039,1071,4,1
1128,788,560,4,1
768,1051,2269,2,0
688,547,2067,5,0
1397,1372,954,2,0
518,1536,161,3,1
561,1569,1506,2,1
1097,1587,1919,3,0
1467,1078,1163,5,0
772,647,1479,4,1
1215,1385,2526,5,1
1362,1283,750,5,1
528,616,2411,5,0
1474,400,1333,4,1
1252,1038,107,5,0
1345,509,1082,4,1
913,1193,1257,5,0
1286,824,483,5,0
1172,771,1804,3,1
797,818,211,2,1
1150,1271,2002,5,1
560,1288,1813,3,0
1413,944,1378,3,0
595,1205,2721,4,1
1018,441,1629,4,0
1300,1223,686,5,0
573,1089,2132,5,1
511,548,506,2,0
921,688,581,5,0
755,1168,757,4,0
546,1320,2499,3,1
513,1587,1255,5,0
672,1196,1363,2,1
720,1396,221,2,0
1350,907,2233,5,0
1099,1134,655,4,0
851,453,1127,4,0
1190,786,854,4,1
732,964,733,4,1
634,910,1615,3,1
1416,1600,1529,3,1
564,560,2638,5,0
904,828,2947,2,0
609,711,2478,5,1
1031,501,1401,4,0
991,471,220,4,0
1147,1138,211,2,1
1293,798,2708,4,0
1314,571,2080,4,0
752,1493,1135,5,1
1211,566,2471,2,0
592,1174,1609,2,0
992,1407,2129,3,0
974,1064,1758,2,0
1131,1132,893,2,0
928,1125,2858,4,0
991,1125,1582,2,0
793,987,2503,5,0
1382,1087,2500,3,1
840,1348,2991,2,0
916,753,2107,3,1
646,1357,1487,3,0
1417,989,166,2,0
910,1443,799,3,0
1052,524,521,3,0
569,1484,583,5,0
1225,687,643,2,1
668,1550,584,4,0
1047,1231,2494,3,0
1255,1282,732,3,0
1229,1517,519,5,0
1229,528,756,4,0
1081,603,2272,3,1
670,1185,969,5,0
978,1173,1629,2,0
1398,854,1252,4,1
633,1317,1671,2,0
706,1297,1648,5,0
1106,644,201,3,1
662,627,1686,5,1
1032,1089,1884,5,1
815,762,360,3,1
716,1312,1311,3,1
525,547,138,3,0
752,802,2401,4,1
1262,1572,1217,2,0
586,898,1316,2,1
1298,1198,499,5,1
814,769,731,2,0
1093,1112,211,5,1
501,930,1346,2,1
1193,749,1525,3,0
677,1014,1223,4,0
1483,1137,2608,5,0
508,1188,1813,3,0
801,1539,1934,3,1
1467,1337,850,2,0
1298,1557,2339,2,0
940,1244,2808,3,0
1013,989,472,2,1
971,1158,2209,4,1
1076,770,1482,5,0
1088,981,728,2,0
1282,1568,887,5,0
1417,1030,2040,2,0
659,1208,2156,2,1
1386,1100,2904,2,0
1023,1019,1257,5,1
739,495,1905,4,0
1313,1087,480,4,0
893,1492,2576,3,0
615,507,2292,2,1
1327,1309,2147,4,1
829,410,2187,2,1
573,1022,2644,4,1
577,1574,1435,5,0
1207,482,2849,2,0
583,1407,1981,2,0
617,1126,1814,3,1
918,540,2790,2,0
712,1077,2405,4,1
1354,630,820,4,0
1061,1454,2539,2,0
1259,437,234,4,0
664,964,2510,5,0
866,416,2826,3,0
689,743,448,5,0
1420,1096,850,4,0
1363,653,1261,5,1
1004,1067,1827,5,1
1211,559,2971,2,0
1025,947,2930,2,0
1082,1211,1229,2,1
943,698,928,2,0
694,1116,1672,4,1
1167,1066,1672,4,0
671,404,757,5,0
1232,559,952,2,0
790,774,2209,3,0
758,1572,1019,2,0
1180,1127,934,2,1
585,739,703,3,0
587,811,1218,5,0
1161,905,1975,2,0
548,899,2667,4,0
709,536,2056,2,0
939,1286,2966,4,0
841,1053,1211,4,1
698,819,739,3,0
1485,1239,1557,5,0
628,1529,2272,3,1
633,1276,2339,4,0
562,833,2499,4,0
1431,1428,589,4,1
1334,1214,1132,3,0
1194,463,1901,4,0
1090,493,2244,5,1
1427,1388,1768,2,0
546,486,2440,2,1
626,1121,2606,4,0
520,1480,978,2,0
1360,416,1254,4,1
535,401,1774,5,1
823,466,1049,2,0
796,719,1728,3,1
798,763,2085,3,0
948,792,2300,4,0
1459,652,1190,5,1
684,1428,364,4,0
1010,781,1654,5,0
883,841,850,3,1
790,964,686,2,0
1491,1203,1122,2,1
616,1224,815,5,1
533,1334,697,2,0
588,894,1390,2,0
881,598,804,3,0
1445,1567,2602,5,1
759,477,1929,5,0
1246,1289,2269,5,0
1181,410,1790,3,0
904,1596,2325,2,0
1403,571,1699,3,0
603,442,2785,3,1
599,1451,2619,5,1
1344,802,1953,2,1
692,508,333,3,1
1467,1251,1989,2,0
702,1058,584,3,1
669,1552,2083,3,0
1332,637,956,2,0
895,515,1522,4,1
1107,1369,2091,2,1
967,566,1062,5,0
958,1584,1213,2,0
1139,1380,596,2,0
1427,733,892,2,0
845,625,2657,3,1
1085,876,2186,2,1
651,1588,644,4,0
1201,881,2207,3,1
878,1548,1646,3,1
905,764,1721,2,0
966,616,864,2,0
1358,902,2564,4,1
1408,500,199,2,1
525,1201,2770,3,1
962,616,592,3,0
505,1549,2987,4,1
639,1573,590,2,1
1296,571,731,3,1
1366,644,1684,3,0
619,422,1442,2,0
1071,427,2380,2,0
627,698,2343,4,0
1365,484,1742,4,1
909,928,2902,5,1
1237,785,2245,2,1
794,834,1324,4,1
1320,992,599,2,0
812,1283,2382,4,1
513,876,2952,4,1
1088,706,1650,3,1
1029,831,2572,4,0
1123,1225,879,5,1
1404,1009,422,5,1
1033,510,1440,2,0
1379,630,1380,4,0
1482,1306,2265,4,0
1375,956,112,2,1
855,989,779,4,0
1217,1188,2056,5,1
1061,1252,2008,4,1
972,905,1371,2,0
1207,1156,2272,4,0
981,608,1400,2,0
1053,434,410,2,1
715,1271,123,5,0
1031,1219,2932,4,0
854,1227,552,3,1
1189,1410,1977,5,1
709,586,1813,3,0
1026,711,2717,3,1
686,1405,596,2,0
1425,1496,2498,5,1
503,772,676,2,0
620,1053,2096,4,0
689,1462,2914,3,0
932,1222,2584,5,1
1225,1222,159,4,0
1163,425,332,3,1
1466,1124,1913,5,1
1415,780,1829,2,0
1288,731,1533,4,0
582,709,2377,2,0
896,1060,467,4,0
698,963,185,4,0
846,588,631,4,1
1345,1372,415,2,1
1360,642,2905,3,0
771,666,141,4,1
754,872,525,5,0
1395,585,2592,4,1
1253,830,1727,3,1
1389,940,2648,2,0
810,1332,2220,4,1
1117,1287,559,2,0
526,685,1430,4,1
1076,1005,2610,4,0
1366,786,230,5,1
866,1349,528,2,1
615,755,153,5,0
555,1377,1904,2,1
1132,1486,916,3,1
1024,1455,2635,2,0
500,914,1371,5,1
1182,850,2802,5,0
787,642,2342,3,0
782,1093,2605,2,0
895,1508,460,2,0
1107,1213,1249,2,0
919,1294,970,4,0
942,1552,1367,5,0
711,800,2960,2,1
1294,1189,173,4,1
1425,1042,648,2,1
1136,777,2136,3,0
1485,902,601,4,0
909,473,1860,4,0
774,607,301,5,0
1421,1524,2735,5,0
1456,1038,2430,2,1
978,1206,2688,5,1
556,961,2783,2,0
907,925,1269,5,0
906,1367,309,3,0
641,1391,2558,2,0
857,1414,2969,3,0
1116,1506,2782,3,1
534,1377,421,5,0
802,1360,1908,4,0
591,1451,2449,4,0
1464,1576,1193,4,0
1482,589,2038,5,1
1066,516,1742,5,1
651,1130,111,4,0
517,775,1700,4,0
538,1548,1250,4,1
1260,1449,189,4,0
639,1554,276,5,0
813,1486,1473,5,1
794,526,1286,5,1
1491,1239,1375,3,1
1323,404,1535,5,0
540,712,164,5,1
723,527,431,2,1
994,443,336,2,0
1355,1075,373,4,0
1031,1394,1325,5,1
788,771,1476,5,0
1035,640,2568,4,1
841,517,1455,5,1
624,898,651,4,1
1076,1126,473,4,0
1320,497,441,3,0
1391,539,2151,5,1
1305,937,2183,2,0
1308,1278,1019,2,1
1353,445,2871,3,0
849,599,2765,2,1
640,1461,528,5,0
1009,922,941,5,0
798,1441,2990,4,0
1350,1552,2643,3,0
1329,1469,508,2,1
1289,912,2503,4,1
1468,956,1829,2,1
1373,505,2071,2,1
901,937,636,4,1
1342,1381,2314,2,0
650,817,2160,3,1
913,403,2433,3,0
958,688,419,2,1
1387,619,2186,3,0
1035,1102,259,4,1
681,600,2237,5,1
1480,1475,912,3,0
1009,1420,1053,5,1
1399,899,2999,3,0
599,1352,2037,3,0
872,515,1254,3,0
990,1003,1348,3,0
888,1125,1746,4,1
1127,997,2326,2,1
802,1492,1719,2,1
636,1086,1775,3,0
726,620,1554,4,1
1122,959,2235,4,1
826,570,1058,5,0
703,628,601,3,0
936,951,974,2,0
510,1150,2929,4,1
931,1048,2213,2,0
539,736,1341,4,1
594,1151,2608,3,1
1048,667,1255,5,1
1485,1051,2284,4,0
584,1269,2612,5,0
1111,1022,1893,3,0
662,626,2517,2,0
1288,489,185,3,0
575,1233,1075,5,0
747,1167,1247,2,1
1222,421,669,2,1
635,1151,2754,2,1
1104,475,179,3,0
514,1252,425,4,0
1279,1224,1667,5,0
538,599,2002,5,1
1004,1562,2181,4,0
988,1518,734,3,0
935,1259,1463,3,0
1110,504,1368,3,1
1174,886,2426,2,0
1244,860,2002,2,1
1083,1221,1826,3,1
504,1224,2672,5,0
1428,876,1080,5,1
1363,969,639,4,1
1400,1485,795,5,0
1342,526,1480,4,0
1478,1584,2278,4,1
